taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample547,AY.25,0,0.997056825899932,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample548,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample549,B.1.617.2,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample550,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample551,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample552,AY.25,0,0.999322340185227,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample553,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample554,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample555,B.1.621,0,0.864102564102564,Mu (B.1.621-like),0.9259,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment B.1
Sample556,AY.25,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample557,P.1.14,0,0.985341273476867,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample558,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample559,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample560,B.4,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample561,B.1.1.519,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample562,B.1.1,0,0.950485666903577,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample563,P.1.14,0,0.983711860518467,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample564,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample565,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample566,B.1.438.1,0,0.767047035903145,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample567,AY.74,0,0.985805860805861,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample568,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample569,P.1.14,0,0.983711860518467,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample570,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample571,AY.106,0,0.954202077431539,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample572,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample573,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample574,Q.8,0,0.968568102444703,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample575,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample576,AY.74,0,0.952966201843536,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample577,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample578,B.1.1.7,0,0.812650763870276,Alpha (B.1.1.7-like),0.6957,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 6; Oth alleles 0
Sample579,P.1.14,0,0.952471033341215,Gamma (P.1-like),0.8125,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 1; Oth alleles 2
Sample580,B.1.438.1,0,0.938667944417825,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample581,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample582,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample583,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.41
Sample584,AY.27,0,0.999548328816621,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample585,AY.44,0,0.797829036635007,Delta (B.1.617.2-like),0.7692,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0
Sample586,B.1,0,0.68389780154486,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample587,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample588,AY.74,0,0.999548328816621,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample589,B.1.1.33,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample590,P.1.14,0,0.987197073616827,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample591,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample592,B.1.429,0,1,Epsilon (B.1.427/429-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample593,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.6
Sample594,B.1.36,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample595,B.1.1.306,0,0.989046097672296,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample596,AY.93,0,0.982077205882353,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample597,B.1.617.2,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample598,A.23.1,0,0.999548328816621,A.23.1-like,0.9167,0.0833,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample599,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample600,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample601,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample602,AY.74,0,0.984410820724438,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample603,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample604,AY.74,0,0.963985032740879,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample605,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample606,B.1.617.2,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample607,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample608,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample609,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.5
Sample610,B.1.36.18,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample611,AY.27,0,0.976668976668977,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample612,P.1.14,0,0.969048173144054,Gamma (P.1-like),0.8125,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 1; Oth alleles 2
Sample613,B.1.147,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample614,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample615,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample616,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample617,B.1.438.1,0,0.975011568718186,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample618,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample619,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample620,B.1.438.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample621,AY.74,0,0.97406206577119,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample622,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample623,AY.42,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample624,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample625,AY.27,0,0.99841736378024,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample626,B.1.160,0,0.996147745297983,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample627,B.1.1.121,0,0.999322340185227,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample628,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample629,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample630,B.1.621,0,1,Mu (B.1.621-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample631,AW.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample632,B.1.36.18,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample633,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample634,AE.8,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample635,AY.10,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample636,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample637,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample638,AY.25,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample639,AY.27,0,0.92658105161134,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample640,AE.8,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample641,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample642,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.89
Sample643,B.1.1.7,0,0.999548328816621,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample644,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample645,B.1.279,0,0.986733760292772,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample646,AE.8,0,0.944986901643248,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample647,B.1.438.1,0,0.764984666852523,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample648,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample649,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.8261,0.087,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 2; Amb alleles 1; Oth alleles 1
Sample650,AY.93,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample651,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample652,A.2.5.2,0,0.995920217588395,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample653,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample654,B.1.617.2,0,0.96784715750233,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
Sample655,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample656,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.35
Sample657,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.75
Sample658,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample659,AY.74,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample660,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample661,AY.44,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample662,AY.43,0,0.915810083210964,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample663,AY.103,0,0.947993350748041,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample664,B.1.279,0,0.992952943850875,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample665,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample666,P.1.14,0,0.838185156045109,Gamma (P.1-like),0.6875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 3; Oth alleles 2
Sample667,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample668,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample669,AY.25,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample670,B.1.617.2,0,0.976905311778291,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
Sample671,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample672,P.1.14,0,0.989507299270073,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample673,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample674,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample675,B.1.351.3,0,0.99977421539851,Beta (B.1.351-like),0.8571,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample676,AE.8,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample677,AY.27,0,0.960581886438292,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample678,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample679,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.67
Sample680,B.1.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample681,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
