taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample1173,B.1.160,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1174,B.1.1.7,0,0.998832321345166,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1175,AY.27,0,0.826122672508215,Delta (B.1.617.2-like),0.6923,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0
Sample1176,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample1177,B.1,0,0.604037772712471,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1178,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1179,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample1180,B.1.525,0,0.999299719887955,Eta (B.1.525-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1181,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample1182,AY.27,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1183,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1184,B.1.1.7,0,0.907213866938567,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample1185,B.1.1.176,0,0.996488764044944,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1186,B.1.1.485,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1187,B.1.1.7,0,0.760266049739734,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample1188,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1189,B.1,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample1190,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1191,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1192,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1193,B.1.1.7,0,0.884755463059313,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample1194,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1195,B.1.1.519,0,0.964242570669244,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1196,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1197,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.41
Sample1198,B.1.1.7,0,0.970955352856457,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1199,B.1.1.7,0,0.963741841914431,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample1200,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1201,AY.25,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1202,AY.47,0,0.886204208885425,Delta (B.1.617.2-like),0.6923,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0
Sample1203,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1204,B.1.617.2,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1205,AE.8,0,0.944608567208272,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1206,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1207,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1208,B.1.36,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1209,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1210,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.8696,0.087,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 20; Ref alleles 2; Amb alleles 1; Oth alleles 0
Sample1211,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.43
Sample1212,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1213,B.1.438.1,0,0.932785660941001,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1214,B.1.128,0,0.740229209521011,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1215,B.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1216,B.1.1.7,0,0.884174908901614,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample1217,B.1.160,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1218,B.1.160,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1219,AY.25,0,0.992479435957697,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1220,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1221,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1222,B.1.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1223,AY.25,0,0.706397103198552,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1224,AY.45,0,0.976605395082359,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1225,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample1226,B.1.2,0,0.999066075180948,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1227,B.1.128,0,0.829967248908297,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1228,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1229,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.38
Sample1230,B.1.1.7,0,0.99672361338638,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1231,B.40,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample1232,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1233,B.1.429,0,0.998598458304135,Epsilon (B.1.427/429-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1234,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1235,A.23.1,0,0.687385180649112,A.23.1-like,0.75,0.0833,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 9; Ref alleles 1; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment A
Sample1236,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1237,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1238,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1239,B.1.2,0,0.852516059957173,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1240,B.1.1.7,0,0.99953325554259,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1241,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1242,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.96
Sample1243,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1244,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1245,AY.4,0,1,Delta (AY.4-like),0.9688,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1246,B.1.438.1,0,0.87921568627451,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1247,AY.45,0,0.917697551123454,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1248,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1249,AY.25,0,0.968479307025987,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1250,AY.45,0,0.940958498023715,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 1; Oth alleles 1
Sample1251,B.1.2,0,0.942786683107275,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1252,B.1.438.1,0,0.936492185561895,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1253,B.1.617.2,0,0.990106007067138,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
Sample1254,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1255,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1256,AY.27,0,0.949779519843214,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample1257,B.1.1.121,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample1258,B.1.1.7,0,0.997427502338634,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1259,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1260,B.1.422,0,0.950293829578844,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1261,B.1.1.519,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1262,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1263,B.1.438.1,0,0.980984074162111,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1264,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1265,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1266,AY.27,NA,NA,Delta (B.1.617.2-like),0.8462,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample1267,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample1268,Q.8,0,0.943828529194383,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample1269,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1270,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1271,B.1.167,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1272,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1273,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.96
Sample1274,B.1.36,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1275,AY.27,0,0.935171385991058,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1276,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1277,B.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1278,B.1.1.519,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1279,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1280,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1281,AE.8,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1282,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1283,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1284,B.1.2,0,0.874507744814912,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1285,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1286,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1287,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1288,B.1.1.7,0,0.959466019417476,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample1289,B.1.429,0,0.973665310031123,Epsilon (B.1.427/429-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1290,B.1.350,0,0.947200392927308,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1291,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample1292,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1293,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1294,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1295,AY.25,0,0.99953325554259,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1296,Q.8,0,0.903580562659847,Alpha (B.1.1.7-like),0.7391,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0
Sample1297,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1298,B.1.525,0,0.941481481481481,Eta (B.1.525-like),0.8125,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 3; Oth alleles 0
Sample1299,B.1.1.7,0,0.78589634664401,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample1300,B.1.1.291,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1301,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1302,B.1.1.7,0,0.993898145975123,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1303,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1304,B.1.279,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample1305,AY.25,0,0.99953325554259,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1306,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample1307,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample1308,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1309,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample1310,B.1.617.2,0,0.912756784174486,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample1311,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
